subject,status,model,split,role,main_result,me,mae,rmse,n_train,n_val,n_test,total_rows,valid_rows,skipped_rows,feature_rows,feature_dim,elapsed_seconds,evaluation_mode,split_mode,scaler_scope,feature_scaler,target_scaler,channels,feature_set,horizons,seed_or_ensemble
1Amar,unhealthy,transformer_4ch_extended,test,candidate,False,-1.6378931999206543,5.283529281616211,7.869278297536075,8638,1234,2468,12973,12973,0,12724,56,128.84107303619385,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
2Amar,unhealthy,transformer_4ch_extended,val,candidate,False,-6.911082744598389,7.126089096069336,12.676879647132832,7309,1044,2089,11075,11075,0,10826,56,157.6574318408966,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
2Amar,unhealthy,transformer_4ch_extended,test,candidate,False,-2.7389004230499268,4.243627548217773,7.187286639156563,7309,1044,2089,11075,11075,0,10826,56,157.6574318408966,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
3Amar,unhealthy,transformer_4ch_extended,val,candidate,False,0.15226103365421295,1.7277826070785522,2.430346825734832,30122,4303,8607,43665,43665,0,43416,56,233.61626291275024,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
3Amar,unhealthy,transformer_4ch_extended,test,candidate,False,-1.787074089050293,3.822080612182617,7.6475631323182265,30122,4303,8607,43665,43665,0,43416,56,233.61626291275024,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
4Amar,unhealthy,transformer_4ch_extended,val,candidate,False,-0.5394531488418579,1.764920711517334,2.5465607244448174,39137,5591,11183,56544,56544,0,56295,56,722.7156276702881,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
4Amar,unhealthy,transformer_4ch_extended,test,candidate,False,-1.717335820198059,5.956466197967529,11.061633404770879,39137,5591,11183,56544,56544,0,56295,56,722.7156276702881,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
5Amar,unhealthy,transformer_4ch_extended,val,candidate,False,-0.3179101347923279,4.850140571594238,7.430289227079043,31788,4541,9083,46045,46045,0,45796,56,400.4642403125763,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
5Amar,unhealthy,transformer_4ch_extended,test,candidate,False,-1.6209532022476196,5.714633464813232,9.600472645250703,31788,4541,9083,46045,46045,0,45796,56,400.4642403125763,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
6Amar,unhealthy,transformer_4ch_extended,val,candidate,False,-0.2207559496164322,2.0321168899536133,3.241906873209122,35520,5074,10149,51376,51376,0,51127,56,290.4174873828888,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
6Amar,unhealthy,transformer_4ch_extended,test,candidate,False,-3.0424094200134277,4.014097213745117,6.475213843389803,35520,5074,10149,51376,51376,0,51127,56,290.4174873828888,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
7Amar,unhealthy,transformer_4ch_extended,val,candidate,False,0.021951138973236084,5.17816686630249,7.009645356310135,10564,1509,3019,15725,15725,0,15476,56,62.499433279037476,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
7Amar,unhealthy,transformer_4ch_extended,test,candidate,False,0.9306812882423401,7.413111686706543,10.900403398521005,10564,1509,3019,15725,15725,0,15476,56,62.499433279037476,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
8Amar,unhealthy,transformer_4ch_extended,val,candidate,False,-5.947804927825928,5.9580488204956055,8.84410455754593,6687,955,1912,10187,10187,0,9938,56,37.81742787361145,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
8Amar,unhealthy,transformer_4ch_extended,test,candidate,False,-1.8212990760803223,6.7376837730407715,8.912567146979262,6687,955,1912,10187,10187,0,9938,56,37.81742787361145,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
9Amar,unhealthy,transformer_4ch_extended,val,candidate,False,-3.894484043121338,4.894737243652344,6.1081391862700425,22012,3144,6291,32080,32080,0,31831,56,420.50649213790894,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
9Amar,unhealthy,transformer_4ch_extended,test,candidate,False,-0.5147462487220764,4.524054527282715,6.706040964130599,22012,3144,6291,32080,32080,0,31831,56,420.50649213790894,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
10Amar,unhealthy,transformer_4ch_extended,val,candidate,False,1.370052695274353,3.865105390548706,4.905454534688354,15584,2226,4453,22896,22896,0,22647,56,321.01544070243835,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
10Amar,unhealthy,transformer_4ch_extended,test,candidate,False,-0.5386199355125427,7.034819602966309,9.523419875393865,15584,2226,4453,22896,22896,0,22647,56,321.01544070243835,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
11Amar,unhealthy,transformer_4ch_extended,val,candidate,False,-4.741706848144531,6.49647855758667,8.66859145676149,18865,2695,5390,27583,27583,0,27334,56,105.3195059299469,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
11Amar,unhealthy,transformer_4ch_extended,test,candidate,False,0.19091375172138214,5.501984119415283,7.337620551241656,18865,2695,5390,27583,27583,0,27334,56,105.3195059299469,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
1Nmar,healthy,causalgaitnet_4ch_extended,val,candidate,False,5.800939083099365,5.803723335266113,6.964009815382244,3533,504,1011,5700,5681,19,5432,56,120.28926539421082,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
1Nmar,healthy,causalgaitnet_4ch_extended,test,candidate,False,4.2411699295043945,8.70838737487793,10.48099177843719,3533,504,1011,5700,5681,19,5432,56,120.28926539421082,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
2Nmar,healthy,causalgaitnet_4ch_extended,val,candidate,False,3.621680498123169,14.757099151611328,20.245660010668413,4725,675,1351,7400,7384,16,7135,56,43.91833162307739,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
2Nmar,healthy,causalgaitnet_4ch_extended,test,candidate,False,-1.1166045665740967,6.7559027671813965,9.170178752059666,4725,675,1351,7400,7384,16,7135,56,43.91833162307739,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
3Nmar,healthy,causalgaitnet_4ch_extended,val,candidate,False,0.5780832171440125,8.770732879638672,10.534457026874913,4402,628,1259,6940,6922,18,6673,56,83.42581510543823,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
3Nmar,healthy,causalgaitnet_4ch_extended,test,candidate,False,-8.886451721191406,12.068117141723633,17.08152163443457,4402,628,1259,6940,6922,18,6673,56,83.42581510543823,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
4Nmar,healthy,causalgaitnet_4ch_extended,val,candidate,False,1.8033748865127563,3.002028465270996,3.822420689201011,4822,688,1379,7540,7522,18,7273,56,46.22528338432312,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
4Nmar,healthy,causalgaitnet_4ch_extended,test,candidate,False,-2.794743299484253,5.997114181518555,8.103939991373892,4822,688,1379,7540,7522,18,7273,56,46.22528338432312,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
5Nmar,healthy,causalgaitnet_4ch_extended,val,candidate,False,4.2512125968933105,4.79400110244751,7.8171221678323795,4151,593,1186,6580,6563,17,6314,56,73.06550478935242,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
5Nmar,healthy,causalgaitnet_4ch_extended,test,candidate,False,-3.763032913208008,6.53638219833374,9.843436874980139,4151,593,1186,6580,6563,17,6314,56,73.06550478935242,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
6Nmar,healthy,causalgaitnet_4ch_extended,val,candidate,False,0.9481155276298523,2.8599002361297607,3.9249380847882667,4666,666,1335,7320,7300,20,7051,56,40.10066866874695,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
6Nmar,healthy,causalgaitnet_4ch_extended,test,candidate,False,-2.6092445850372314,6.253528594970703,9.109711681706953,4666,666,1335,7320,7300,20,7051,56,40.10066866874695,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
7Nmar,healthy,causalgaitnet_4ch_extended,val,candidate,False,0.644835352897644,1.6817268133163452,2.124458019478351,5259,751,1504,8147,8147,0,7898,56,141.1760721206665,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
7Nmar,healthy,causalgaitnet_4ch_extended,test,candidate,False,4.330748081207275,4.831475257873535,6.845081495938172,5259,751,1504,8147,8147,0,7898,56,141.1760721206665,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
8Nmar,healthy,causalgaitnet_4ch_extended,val,candidate,False,-1.1328344345092773,2.9067087173461914,3.786476117721553,6015,859,1720,9240,9227,13,8978,56,82.68639731407166,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
8Nmar,healthy,causalgaitnet_4ch_extended,test,candidate,False,0.4495062828063965,4.028025150299072,6.325412649331755,6015,859,1720,9240,9227,13,8978,56,82.68639731407166,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
9Nmar,healthy,causalgaitnet_4ch_extended,val,candidate,False,-19.803796768188477,19.803796768188477,22.23204018617823,3297,471,942,5360,5343,17,5094,56,28.119576930999756,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
9Nmar,healthy,causalgaitnet_4ch_extended,test,candidate,False,-4.9372100830078125,6.333615779876709,11.091436956268687,3297,471,942,5360,5343,17,5094,56,28.119576930999756,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
10Nmar,healthy,causalgaitnet_4ch_extended,val,candidate,False,-1.707216739654541,2.2348690032958984,2.6856429315207637,3648,521,1043,5860,5845,15,5596,56,29.96617579460144,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
10Nmar,healthy,causalgaitnet_4ch_extended,test,candidate,False,5.123480319976807,9.701674461364746,12.557685498844547,3648,521,1043,5860,5845,15,5596,56,29.96617579460144,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
11Nmar,healthy,causalgaitnet_4ch_extended,val,candidate,False,2.0512359142303467,4.21555233001709,5.361952626139644,3679,525,1053,5890,5890,0,5641,56,76.96640110015869,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
11Nmar,healthy,causalgaitnet_4ch_extended,test,candidate,False,0.3907393515110016,4.516823768615723,6.036798484594589,3679,525,1053,5890,5890,0,5641,56,76.96640110015869,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
1Amar,unhealthy,causalgaitnet_4ch_extended,val,candidate,False,-2.7191176414489746,7.490655422210693,9.79517599215477,8638,1234,2468,12973,12973,0,12724,56,93.05422925949097,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
1Amar,unhealthy,causalgaitnet_4ch_extended,test,candidate,False,-1.3418813943862915,4.155690670013428,6.250527931804603,8638,1234,2468,12973,12973,0,12724,56,93.05422925949097,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
2Amar,unhealthy,causalgaitnet_4ch_extended,val,candidate,False,-7.043211460113525,7.1492390632629395,12.956268113266704,7309,1044,2089,11075,11075,0,10826,56,158.0955250263214,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
2Amar,unhealthy,causalgaitnet_4ch_extended,test,candidate,False,-0.4431501626968384,3.1657493114471436,4.469984404261476,7309,1044,2089,11075,11075,0,10826,56,158.0955250263214,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
3Amar,unhealthy,causalgaitnet_4ch_extended,val,candidate,False,0.3758009672164917,1.5301858186721802,2.022097346300984,30122,4303,8607,43665,43665,0,43416,56,527.6936566829681,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
3Amar,unhealthy,causalgaitnet_4ch_extended,test,candidate,False,-2.1169047355651855,3.6288068294525146,7.806305649790381,30122,4303,8607,43665,43665,0,43416,56,527.6936566829681,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
4Amar,unhealthy,causalgaitnet_4ch_extended,val,candidate,False,-0.476341187953949,1.8683950901031494,2.80914598322877,39137,5591,11183,56544,56544,0,56295,56,399.6288483142853,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
4Amar,unhealthy,causalgaitnet_4ch_extended,test,candidate,False,-0.006834540516138077,7.7523040771484375,12.7835449546065,39137,5591,11183,56544,56544,0,56295,56,399.6288483142853,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
5Amar,unhealthy,causalgaitnet_4ch_extended,val,candidate,False,-0.6772705316543579,4.378389358520508,6.9383299734910935,31788,4541,9083,46045,46045,0,45796,56,360.282910823822,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
5Amar,unhealthy,causalgaitnet_4ch_extended,test,candidate,False,-1.0378947257995605,5.549888610839844,8.77951608284453,31788,4541,9083,46045,46045,0,45796,56,360.282910823822,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
6Amar,unhealthy,causalgaitnet_4ch_extended,val,candidate,False,-0.46356454491615295,2.0183064937591553,3.073247928329163,35520,5074,10149,51376,51376,0,51127,56,289.9495372772217,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
6Amar,unhealthy,causalgaitnet_4ch_extended,test,candidate,False,-3.6317105293273926,4.708775043487549,7.388606047734124,35520,5074,10149,51376,51376,0,51127,56,289.9495372772217,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
7Amar,unhealthy,causalgaitnet_4ch_extended,val,candidate,False,-0.33284229040145874,4.556111812591553,6.733453886759542,10564,1509,3019,15725,15725,0,15476,56,98.22660398483276,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
7Amar,unhealthy,causalgaitnet_4ch_extended,test,candidate,False,0.9225283861160278,7.129024028778076,10.856659254618727,10564,1509,3019,15725,15725,0,15476,56,98.22660398483276,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
8Amar,unhealthy,causalgaitnet_4ch_extended,val,candidate,False,-6.035561561584473,6.1216230392456055,11.157490466312726,6687,955,1912,10187,10187,0,9938,56,59.06754660606384,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
8Amar,unhealthy,causalgaitnet_4ch_extended,test,candidate,False,-2.4009852409362793,7.595008850097656,10.346782873556375,6687,955,1912,10187,10187,0,9938,56,59.06754660606384,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
9Amar,unhealthy,causalgaitnet_4ch_extended,val,candidate,False,-3.804464817047119,5.007943153381348,6.815917391585377,22012,3144,6291,32080,32080,0,31831,56,424.8418881893158,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
9Amar,unhealthy,causalgaitnet_4ch_extended,test,candidate,False,-0.8164594173431396,4.043582916259766,6.721851573355273,22012,3144,6291,32080,32080,0,31831,56,424.8418881893158,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
10Amar,unhealthy,causalgaitnet_4ch_extended,val,candidate,False,1.9698973894119263,5.767088413238525,7.2538281561325375,15584,2226,4453,22896,22896,0,22647,56,233.38454222679138,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
10Amar,unhealthy,causalgaitnet_4ch_extended,test,candidate,False,-0.32937416434288025,6.7097578048706055,8.94666380691293,15584,2226,4453,22896,22896,0,22647,56,233.38454222679138,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
11Amar,unhealthy,causalgaitnet_4ch_extended,val,candidate,False,-4.654833793640137,5.587533950805664,8.225175441737598,18865,2695,5390,27583,27583,0,27334,56,312.0939042568207,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
11Amar,unhealthy,causalgaitnet_4ch_extended,test,candidate,False,-0.4550751745700836,4.064669132232666,5.978063217936599,18865,2695,5390,27583,27583,0,27334,56,312.0939042568207,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
1Nmar,healthy,causalgaitnet_multihorizon_4ch_extended,val,candidate,False,6.316819190979004,6.316819190979004,7.975968027706976,3493,499,999,5700,5681,19,5432,56,40.77796244621277,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
1Nmar,healthy,causalgaitnet_multihorizon_4ch_extended,test,candidate,False,5.510016918182373,11.832773208618164,14.520639922697912,3493,499,999,5700,5681,19,5432,56,40.77796244621277,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
2Nmar,healthy,causalgaitnet_multihorizon_4ch_extended,val,candidate,False,3.7616219520568848,20.601655960083008,27.869090732596906,4685,669,1340,7400,7384,16,7135,56,43.92938160896301,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
2Nmar,healthy,causalgaitnet_multihorizon_4ch_extended,test,candidate,False,-1.4632179737091064,8.131766319274902,12.778136081555479,4685,669,1340,7400,7384,16,7135,56,43.92938160896301,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
3Nmar,healthy,causalgaitnet_multihorizon_4ch_extended,val,candidate,False,1.3634642362594604,7.524689197540283,9.109930685640148,4362,623,1247,6940,6922,18,6673,56,53.15268683433533,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
3Nmar,healthy,causalgaitnet_multihorizon_4ch_extended,test,candidate,False,-10.030341148376465,13.525196075439453,18.96925194970139,4362,623,1247,6940,6922,18,6673,56,53.15268683433533,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
4Nmar,healthy,causalgaitnet_multihorizon_4ch_extended,val,candidate,False,1.9756953716278076,2.8705368041992188,3.666548741496162,4782,683,1367,7540,7522,18,7273,56,68.9110016822815,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
4Nmar,healthy,causalgaitnet_multihorizon_4ch_extended,test,candidate,False,-1.6323052644729614,4.261066436767578,6.084115417930628,4782,683,1367,7540,7522,18,7273,56,68.9110016822815,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
5Nmar,healthy,causalgaitnet_multihorizon_4ch_extended,val,candidate,False,5.443970680236816,5.443970680236816,8.44943139685599,4111,587,1175,6580,6563,17,6314,56,47.501192808151245,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
5Nmar,healthy,causalgaitnet_multihorizon_4ch_extended,test,candidate,False,-2.7551698684692383,6.885498046875,9.872536653792112,4111,587,1175,6580,6563,17,6314,56,47.501192808151245,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
6Nmar,healthy,causalgaitnet_multihorizon_4ch_extended,val,candidate,False,0.9708961248397827,2.3391709327697754,3.357187383872418,4627,661,1322,7320,7300,20,7051,56,163.58802151679993,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
6Nmar,healthy,causalgaitnet_multihorizon_4ch_extended,test,candidate,False,-2.5875165462493896,6.973445892333984,9.809174769977785,4627,661,1322,7320,7300,20,7051,56,163.58802151679993,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
7Nmar,healthy,causalgaitnet_multihorizon_4ch_extended,val,candidate,False,-3.532020092010498,4.237035274505615,8.116798369522577,5219,745,1493,8147,8147,0,7898,56,43.414623975753784,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
7Nmar,healthy,causalgaitnet_multihorizon_4ch_extended,test,candidate,False,1.7615503072738647,4.5345563888549805,6.495312100635963,5219,745,1493,8147,8147,0,7898,56,43.414623975753784,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
8Nmar,healthy,causalgaitnet_multihorizon_4ch_extended,val,candidate,False,-1.389305591583252,3.1634390354156494,4.222253771435392,5975,853,1709,9240,9227,13,8978,56,103.40122485160828,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
8Nmar,healthy,causalgaitnet_multihorizon_4ch_extended,test,candidate,False,0.820155143737793,3.5305864810943604,5.031289236733165,5975,853,1709,9240,9227,13,8978,56,103.40122485160828,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
9Nmar,healthy,causalgaitnet_multihorizon_4ch_extended,val,candidate,False,-15.200728416442871,15.200728416442871,17.060401871342854,3257,465,931,5360,5343,17,5094,56,63.07639932632446,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
9Nmar,healthy,causalgaitnet_multihorizon_4ch_extended,test,candidate,False,-3.4331085681915283,4.787354946136475,8.617295957074726,3257,465,931,5360,5343,17,5094,56,63.07639932632446,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
10Nmar,healthy,causalgaitnet_multihorizon_4ch_extended,val,candidate,False,-4.571844577789307,4.578147888183594,6.0584753776315035,3608,515,1032,5860,5845,15,5596,56,184.2751660346985,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
10Nmar,healthy,causalgaitnet_multihorizon_4ch_extended,test,candidate,False,3.368291139602661,10.805684089660645,13.168148939178012,3608,515,1032,5860,5845,15,5596,56,184.2751660346985,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
11Nmar,healthy,causalgaitnet_multihorizon_4ch_extended,val,candidate,False,2.221705436706543,4.790083885192871,6.222369650199247,3639,520,1041,5890,5890,0,5641,56,64.08407282829285,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
11Nmar,healthy,causalgaitnet_multihorizon_4ch_extended,test,candidate,False,0.7018929123878479,4.383222579956055,5.699838187614648,3639,520,1041,5890,5890,0,5641,56,64.08407282829285,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
1Amar,unhealthy,causalgaitnet_multihorizon_4ch_extended,val,candidate,False,-1.7987308502197266,8.119367599487305,10.772901050027862,8598,1228,2457,12973,12973,0,12724,56,95.24723410606384,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
1Amar,unhealthy,causalgaitnet_multihorizon_4ch_extended,test,candidate,False,-0.8596004843711853,4.768004417419434,7.080294177737994,8598,1228,2457,12973,12973,0,12724,56,95.24723410606384,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
2Amar,unhealthy,causalgaitnet_multihorizon_4ch_extended,val,candidate,False,-7.84635591506958,7.964590549468994,13.762066904125732,7269,1038,2078,11075,11075,0,10826,56,130.91056156158447,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
2Amar,unhealthy,causalgaitnet_multihorizon_4ch_extended,test,candidate,False,-0.5200586915016174,2.643967390060425,3.926252133800919,7269,1038,2078,11075,11075,0,10826,56,130.91056156158447,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
3Amar,unhealthy,causalgaitnet_multihorizon_4ch_extended,val,candidate,False,0.3673195242881775,1.9341094493865967,2.607239174603363,30082,4297,8596,43665,43665,0,43416,56,372.8042244911194,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
3Amar,unhealthy,causalgaitnet_multihorizon_4ch_extended,test,candidate,False,-1.9646903276443481,3.8360893726348877,8.486534672759731,30082,4297,8596,43665,43665,0,43416,56,372.8042244911194,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
4Amar,unhealthy,causalgaitnet_multihorizon_4ch_extended,val,candidate,False,-0.6099866628646851,1.6430530548095703,2.6469378431261914,39097,5585,11172,56544,56544,0,56295,56,773.4706716537476,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
4Amar,unhealthy,causalgaitnet_multihorizon_4ch_extended,test,candidate,False,-1.3351784944534302,7.217826843261719,13.325308928209754,39097,5585,11172,56544,56544,0,56295,56,773.4706716537476,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
5Amar,unhealthy,causalgaitnet_multihorizon_4ch_extended,val,candidate,False,-0.11268512159585953,2.8163421154022217,3.9417772827326862,31748,4535,9072,46045,46045,0,45796,56,698.0868380069733,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
5Amar,unhealthy,causalgaitnet_multihorizon_4ch_extended,test,candidate,False,-0.6178321838378906,5.320584297180176,8.554602774979989,31748,4535,9072,46045,46045,0,45796,56,698.0868380069733,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
6Amar,unhealthy,causalgaitnet_multihorizon_4ch_extended,val,candidate,False,-0.10789667069911957,1.6168749332427979,2.6786584240546216,35480,5068,10138,51376,51376,0,51127,56,588.1087539196014,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
6Amar,unhealthy,causalgaitnet_multihorizon_4ch_extended,test,candidate,False,-3.0602855682373047,3.878571033477783,6.536715470280491,35480,5068,10138,51376,51376,0,51127,56,588.1087539196014,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
7Amar,unhealthy,causalgaitnet_multihorizon_4ch_extended,val,candidate,False,-0.5777150392532349,4.930797576904297,7.403560874541849,10524,1503,3008,15725,15725,0,15476,56,87.88805556297302,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
7Amar,unhealthy,causalgaitnet_multihorizon_4ch_extended,test,candidate,False,0.6900708079338074,6.597004413604736,10.500363661508386,10524,1503,3008,15725,15725,0,15476,56,87.88805556297302,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
